-7.26127;-2.35581;33.396;1.14
-6.9428;-1.95155;33.0306;1.15
-6.62259;-1.58496;32.6364;1.16
-6.30291;-1.25575;32.2183;1.17
-5.9859;-0.963012;31.7807;1.18
-5.67353;-0.705412;31.3276;1.19
-5.36756;-0.481238;30.8629;1.2
-5.06957;-0.288507;30.3898;1.21
-4.78091;-0.125057;29.9113;1.22
-4.50273;0.0113787;29.4299;1.23
-4.23596;0.123107;28.9477;1.24
-3.98135;0.212418;28.4667;1.25
-3.73944;0.281536;27.9882;1.26
-3.51062;0.33259;27.5135;1.27
-3.2951;0.367584;27.0437;1.28
-3.09296;0.38838;26.5794;1.29
-2.90416;0.396686;26.1214;1.3
-2.72854;0.394052;25.67;1.31
-2.56587;0.381863;25.2255;1.32
-2.41582;0.361351;24.7883;1.33
-2.27804;0.33359;24.3584;1.34
-2.1521;0.29951;23.9359;1.35
-2.03756;0.259903;23.5207;1.36
-1.93395;0.215429;23.1129;1.37
-1.84079;0.166632;22.7124;1.38
-1.75761;0.113944;22.3191;1.39
-1.68394;0.0576956;21.9328;1.4
-1.61931;-0.0018742;21.5535;1.41
-1.5633;-0.0646106;21.181;1.42
-1.5155;-0.130436;20.8152;1.43
-1.4755;-0.199341;20.456;1.44
-1.44297;-0.271384;20.1031;1.45
-1.41757;-0.346679;19.7566;1.46
-1.39902;-0.425395;19.4161;1.47
-1.38706;-0.507754;19.0817;1.48
-1.38147;-0.594025;18.7532;1.49
-1.38208;-0.684524;18.4305;1.5
-1.38873;-0.779612;18.1135;1.51
-1.40134;-0.879692;17.8021;1.52
-1.41982;-0.985214;17.4963;1.53
-1.44415;-1.09667;17.1959;1.54
-1.47434;-1.2146;16.901;1.55
-1.51043;-1.33959;16.6116;1.56
-1.55251;-1.47227;16.3277;1.57
-1.60069;-1.61333;16.0492;1.58
-1.65515;-1.76351;15.7763;1.59
-1.71607;-1.9236;15.509;1.6
-1.78369;-2.09445;15.2476;1.61
-1.85829;-2.27698;14.9921;1.62
-1.94018;-2.47217;14.743;1.63
-2.02972;-2.68108;14.5003;1.64
-2.12729;-2.90482;14.2646;1.65
-2.23332;-3.1446;14.0364;1.66
-2.34829;-3.40168;13.8161;1.67
-2.4727;-3.67741;13.6046;1.68
-2.6071;-3.97322;13.4025;1.69
-2.75206;-4.29061;13.211;1.7
-2.9082;-4.63114;13.0312;1.71
-3.07615;-4.99644;12.8644;1.72
-3.2566;-5.38818;12.7123;1.73
-3.45021;-5.80806;12.5768;1.74
-3.6577;-6.25779;12.4601;1.75
-3.87977;-6.73905;12.3648;1.76
-4.1171;-7.25347;12.2939;1.77
-4.37038;-7.80252;12.2508;1.78
-4.64022;-8.38752;12.2395;1.79
-4.9272;-9.00949;12.2646;1.8
-5.23179;-9.66908;12.331;1.81
-5.55437;-10.3664;12.4447;1.82
-5.89513;-11.1011;12.6121;1.83
-6.25411;-11.8716;12.8403;1.84
-6.6311;-12.6757;13.1372;1.85
-7.02561;-13.5097;13.5113;1.86
-7.43683;-14.3686;13.9717;1.87
-7.86357;-15.2454;14.5276;1.88
-8.30421;-16.1312;15.1888;1.89
-8.75666;-17.0148;15.9644;1.9
-9.21831;-17.8826;16.8635;1.91
-9.68598;-18.7183;17.8934;1.92
-10.1559;-19.5029;19.0601;1.93
-10.6238;-20.2152;20.3669;1.94
-11.0847;-20.8315;21.8136;1.95
-11.5332;-21.3265;23.3961;1.96
-11.9632;-21.6744;25.1049;1.97
-12.3684;-21.8493;26.9252;1.98
-12.7418;-21.827;28.8359;1.99
-13.0766;-21.5867;30.8097;2
-13.3653;-21.1119;32.8135;2.01
-13.601;-20.3927;34.8089;2.02
-13.7765;-19.427;36.754;2.03
-13.8852;-18.2214;38.605;2.04
-13.9211;-16.7916;40.3184;2.05
-13.8789;-15.1626;41.8537;2.06
-13.7544;-13.3676;43.1756;2.07
-13.5449;-11.4466;44.2563;2.08
-13.249;-9.44408;45.0775;2.09
-12.8671;-7.40667;45.6309;2.1
-12.4014;-5.38042;45.9189;2.11
-11.8562;-3.40829;45.9539;2.12
-11.2373;-1.52801;45.757;2.13
-10.5521;0.229541;45.3558;2.14
-9.80951;1.84122;44.7827;2.15
-9.01932;3.29191;44.0725;2.16
-8.19193;4.5741;43.26;2.17
-7.338;5.6871;42.3785;2.18
-6.46802;6.63583;41.4584;2.19
-5.59199;7.42954;40.526;2.2
-4.71921;8.08046;39.6034;2.21
-3.85801;8.60261;38.7082;2.22
-3.01568;9.01072;37.8538;2.23
-2.19842;9.31948;37.0494;2.24
-1.4113;9.54287;36.3012;2.25
-0.65836;9.69378;35.6122;2.26
0.0573679;9.78378;34.9834;2.27
0.733711;9.82305;34.4137;2.28
1.36927;9.82034;33.9008;2.29
1.96331;9.78308;33.4415;2.3
2.51565;9.71751;33.0319;2.31
3.02654;9.62881;32.6675;2.32
3.49662;9.52125;32.3441;2.33
3.92681;9.39838;32.0568;2.34
4.31825;9.26309;31.8014;2.35
4.67227;9.11782;31.5735;2.36
4.99031;8.96462;31.3689;2.37
5.27392;8.80522;31.1839;2.38
5.52472;8.64117;31.0149;2.39
5.74438;8.47382;30.8587;2.4
5.93461;8.30444;30.7123;2.41
6.09714;8.13418;30.5733;2.42
6.2337;7.96412;30.4392;2.43
6.34605;7.7953;30.3082;2.44
6.43594;7.6287;30.1785;2.45
6.50509;7.46526;30.0487;2.46
6.55524;7.30586;29.9178;2.47
6.58808;7.15132;29.7847;2.48
6.60528;7.00241;29.6489;2.49
6.60847;6.85984;29.5099;2.5
6.59926;6.72423;29.3672;2.51
6.57918;6.59616;29.2209;2.52
6.54972;6.4761;29.0709;2.53
6.51232;6.36446;28.9174;2.54
6.46833;6.26159;28.7604;2.55
6.41907;6.16774;28.6003;2.56
6.36574;6.08311;28.4375;2.57
6.3095;6.00783;28.2723;2.58
6.25143;5.94197;28.1053;2.59
6.19254;5.88554;27.9369;2.6
6.13373;5.83853;27.7675;2.61
6.07587;5.80084;27.5978;2.62
6.01973;5.77238;27.4281;2.63
5.96601;5.753;27.2591;2.64
5.91536;5.74254;27.0913;2.65
5.86834;5.74083;26.9252;2.66
5.82547;5.74765;26.7613;2.67
5.78721;5.76282;26.6002;2.68
5.75395;5.7861;26.4423;2.69
5.72604;5.81728;26.2881;2.7
5.70379;5.85615;26.1383;2.71
5.68746;5.90246;25.9932;2.72
5.67726;5.956;25.8533;2.73
5.67339;6.01654;25.7192;2.74
5.67599;6.08385;25.5914;2.75
5.68519;6.1577;25.4703;2.76
5.70107;6.23784;25.3564;2.77
5.72371;6.32403;25.2502;2.78
5.75314;6.41603;25.1522;2.79
5.78937;6.51356;25.0629;2.8
5.83241;6.61633;24.9827;2.81
5.88223;6.72406;24.9121;2.82
5.93876;6.83639;24.8517;2.83
6.00193;6.953;24.8017;2.84
6.07164;7.07347;24.7628;2.85
6.14775;7.19739;24.7352;2.86
6.23013;7.32429;24.7195;2.87
6.31856;7.45365;24.716;2.88
6.41284;7.58491;24.7251;2.89
6.5127;7.71745;24.747;2.9
6.61786;7.8506;24.7821;2.91
6.72796;7.98361;24.8305;2.92
6.84264;8.11569;24.8925;2.93
6.96145;8.24598;24.968;2.94
7.08391;8.37355;25.0571;2.95
7.20948;8.49744;25.1597;2.96
7.33756;8.61661;25.2756;2.97
7.46749;8.72997;25.4044;2.98
7.59856;8.83643;25.5458;2.99
7.72999;8.93482;25.6991;3
7.86093;9.02401;25.8636;3.01
7.9905;9.10284;26.0384;3.02
8.11775;9.1702;26.2225;3.03
8.24168;9.22499;26.4147;3.04
8.36128;9.26622;26.6138;3.05
8.47547;9.29297;26.8181;3.06
8.5832;9.30443;27.0261;3.07
8.68339;9.29997;27.2361;3.08
8.77498;9.27909;27.4461;3.09
8.85696;9.24149;27.6544;3.1
8.92835;9.1871;27.8589;3.11
8.98826;9.11603;28.0577;3.12
9.03588;9.02866;28.2488;3.13
9.0705;8.92559;28.4303;3.14
9.09156;8.80763;28.6003;3.15
9.09863;8.67585;28.7573;3.16
9.09143;8.53148;28.8996;3.17
9.06985;8.37598;29.026;3.18
9.03394;8.21091;29.1352;3.19
8.98393;8.03798;29.2263;3.2
8.92022;7.85898;29.2987;3.21
8.84335;7.67575;29.3519;3.22
8.75404;7.49012;29.3857;3.23
8.65313;7.30392;29.4002;3.24
8.54158;7.11888;29.3956;3.25
8.42045;6.93669;29.3724;3.26
8.2909;6.75888;29.3311;3.27
8.15413;6.58688;29.2727;3.28
8.01138;6.42193;29.1979;3.29
7.86392;6.26515;29.1079;3.3
7.713;6.11747;29.0036;3.31
7.55989;5.97967;28.8863;3.32
7.40577;5.85238;28.7572;3.33
7.25183;5.73605;28.6174;3.34
7.09916;5.63103;28.4681;3.35
6.94879;5.53751;28.3105;3.36
6.8017;5.45559;28.1458;3.37
6.65877;5.38527;27.975;3.38
6.5208;5.32647;27.7992;3.39
6.38851;5.27902;27.6194;3.4
6.26254;5.24272;27.4366;3.41
6.14347;5.21732;27.2517;3.42
6.03177;5.20255;27.0656;3.43
5.92788;5.19809;26.8791;3.44
5.83214;5.20364;26.693;3.45
5.74484;5.21889;26.5081;3.46
5.66624;5.24352;26.3251;3.47
5.59651;5.27722;26.1446;3.48
5.5358;5.3197;25.9674;3.49
5.48422;5.37069;25.794;3.5
5.44184;5.4299;25.6252;3.51
5.40871;5.49708;25.4615;3.52
5.38483;5.572;25.3035;3.53
5.37021;5.65443;25.1519;3.54
5.36482;5.74415;25.0072;3.55
5.36863;5.84096;24.87;3.56
5.38159;5.94464;24.741;3.57
5.40363;6.05499;24.6206;3.58
5.43467;6.17181;24.5096;3.59
5.47465;6.29487;24.4084;3.6
5.52346;6.42395;24.3178;3.61
5.58099;6.55877;24.2383;3.62
5.64715;6.69907;24.1705;3.63
5.72178;6.84452;24.1151;3.64
5.80476;6.99476;24.0726;3.65
5.89591;7.14938;24.0436;3.66
5.99505;7.3079;24.0288;3.67
6.10197;7.46981;24.0287;3.68
6.21641;7.63448;24.0438;3.69
6.3381;7.80124;24.0747;3.7
6.46671;7.9693;24.1217;3.71
6.60186;8.13781;24.1853;3.72
6.74313;8.3058;24.2659;3.73
6.89002;8.4722;24.3637;3.74
7.04198;8.63584;24.4787;3.75
7.19837;8.79546;24.6112;3.76
7.35847;8.94968;24.7608;3.77
7.52148;9.09705;24.9274;3.78
7.68651;9.23603;25.1106;3.79
7.85257;9.36502;25.3096;3.8
8.01858;9.48237;25.5236;3.81
8.18338;9.58641;25.7517;3.82
8.3457;9.67549;25.9924;3.83
8.5042;9.74799;26.2442;3.84
8.65746;9.80238;26.5053;3.85
8.80403;9.83725;26.7738;3.86
8.94239;9.85135;27.0474;3.87
9.07101;9.84367;27.3236;3.88
9.18839;9.81341;27.5998;3.89
9.29305;9.7601;27.8733;3.9
9.38358;9.68357;28.1413;3.91
9.45868;9.58402;28.401;3.92
9.51717;9.462;28.6494;3.93
9.55804;9.31846;28.8839;3.94
9.58049;9.1547;29.102;3.95
9.58391;8.97237;29.3012;3.96
9.56796;8.77344;29.4794;3.97
9.53254;8.56013;29.6348;3.98
9.4778;8.33491;29.7661;3.99
9.40418;8.10037;29.872;4
9.31235;7.85923;29.952;4.01
9.20323;7.61421;30.0058;4.02
9.07796;7.368;30.0333;4.03
8.93786;7.12318;30.035;4.04
8.78441;6.8822;30.0116;4.05
8.61924;6.64729;29.964;4.06
8.44404;6.42049;29.8936;4.07
8.26057;6.20354;29.8017;4.08
8.07061;5.99795;29.6899;4.09
7.87595;5.80496;29.5598;4.1
7.6783;5.62553;29.413;4.11
7.47934;5.46038;29.2512;4.12
7.28066;5.31001;29.0763;4.13
7.08375;5.17468;28.8897;4.14
6.88997;5.0545;28.6931;4.15
6.70059;4.9494;28.488;4.16
6.51674;4.85918;28.2758;4.17
6.33943;4.78353;28.0578;4.18
6.16953;4.72207;27.8354;4.19
6.00782;4.67434;27.6096;4.2
5.85494;4.63986;27.3816;4.21
5.71143;4.61811;27.1524;4.22
5.57775;4.60858;26.9228;4.23
5.45423;4.61075;26.6937;4.24
5.34117;4.62412;26.466;4.25
5.23876;4.64822;26.2404;4.26
5.14714;4.68259;26.0176;4.27
5.0664;4.72684;25.7983;4.28
4.9966;4.78057;25.5831;4.29
4.93772;4.84345;25.3728;4.3
4.88976;4.91519;25.1678;4.31
4.85266;4.99552;24.9688;4.32
4.82636;5.08421;24.7764;4.33
4.81078;5.18107;24.5912;4.34
4.80584;5.28592;24.4138;4.35
4.81146;5.39863;24.2449;4.36
4.82754;5.51907;24.085;4.37
4.85399;5.64711;23.9347;4.38
4.89072;5.78267;23.7949;4.39
4.93765;5.92563;23.666;4.4
4.99471;6.07588;23.5489;4.41
5.06179;6.23329;23.4442;4.42
5.13884;6.39771;23.3527;4.43
5.22576;6.56894;23.2751;4.44
5.32248;6.74676;23.2122;4.45
5.42889;6.93088;23.1648;4.46
5.54489;7.12094;23.1337;4.47
5.67035;7.31651;23.1197;4.48
5.80511;7.51707;23.1236;4.49
5.949;7.72198;23.1463;4.5
6.10179;7.9305;23.1884;4.51
6.2632;8.14176;23.2508;4.52
6.43289;8.35472;23.3341;4.53
6.61046;8.56823;23.439;4.54
6.79541;8.78094;23.5659;4.55
6.98716;8.99135;23.7153;4.56
7.18501;9.19777;23.8874;4.57
7.38815;9.39834;24.0823;4.58
7.59564;9.59103;24.2999;4.59
7.8064;9.77367;24.5399;4.6
8.01918;9.94393;24.8014;4.61
8.23261;10.0994;25.0836;4.62
8.44513;10.2375;25.3852;4.63
8.65505;10.3558;25.7045;4.64
8.86051;10.4517;26.0394;4.65
9.05955;10.5228;26.3875;4.66
9.25005;10.5669;26.7458;4.67
9.42983;10.582;27.1112;4.68
9.59668;10.5663;27.4801;4.69
9.74833;10.5188;27.8487;4.7
9.8826;10.4384;28.2127;4.71
9.99738;10.3251;28.5681;4.72
10.0907;10.1791;28.9105;4.73
10.1609;10.0014;29.2357;4.74
10.2064;9.79369;29.5397;4.75
10.2261;9.55813;29.8186;4.76
10.2192;9.29753;30.0693;4.77
10.1853;9.01516;30.2888;4.78
10.1245;8.71472;30.4747;4.79
10.0371;8.40019;30.6254;4.8
9.92413;8.07573;30.7399;4.81
9.78677;7.74555;30.8176;4.82
9.62664;7.41379;30.8589;4.83
9.44567;7.08443;30.8645;4.84
9.24605;6.76114;30.8356;4.85
9.03017;6.44726;30.7741;4.86
8.80054;6.1457;30.6818;4.87
8.55975;5.85895;30.5612;4.88
8.31039;5.58902;30.4147;4.89
8.05504;5.33746;30.2448;4.9
7.79617;5.10538;30.0542;4.91
7.53612;4.89351;29.8453;4.92
7.2771;4.7022;29.6206;4.93
7.02112;4.53146;29.3825;4.94
6.77001;4.38107;29.1331;4.95
6.52538;4.25057;28.8743;4.96
6.28865;4.13934;28.6081;4.97
6.06106;4.04661;28.3361;4.98
5.84363;3.97156;28.0599;4.99
5.63721;3.91327;27.7806;5
5.44248;3.87085;27.4996;5.01
5.25998;3.84338;27.218;5.02
5.09009;3.82998;26.9366;5.03
4.93311;3.82979;26.6564;5.04
4.78918;3.84204;26.3781;5.05
4.6584;3.86598;26.1025;5.06
4.54077;3.90095;25.8302;5.07
4.43624;3.94638;25.5618;5.08
4.3447;4.00174;25.298;5.09
4.266;4.06658;25.0391;5.1
4.2;4.14055;24.7859;5.11
4.14649;4.22333;24.5388;5.12
4.1053;4.3147;24.2984;5.13
4.07622;4.41447;24.0651;5.14
4.05907;4.52254;23.8395;5.15
4.05366;4.63882;23.6223;5.16
4.05984;4.76331;23.4139;5.17
4.07745;4.89601;23.215;5.18
4.10636;5.03698;23.0261;5.19
4.14647;5.18629;22.848;5.2
4.1977;5.34404;22.6814;5.21
4.25997;5.51031;22.527;5.22
4.33326;5.68522;22.3856;5.23
4.41754;5.86884;22.2579;5.24
4.51281;6.06125;22.1449;5.25
4.61909;6.26249;22.0476;5.26
4.7364;6.47254;21.9668;5.27
4.86478;6.69134;21.9036;5.28
5.00427;6.91873;21.859;5.29
5.1549;7.15449;21.8343;5.3
5.31669;7.39826;21.8305;5.31
5.48962;7.64956;21.8488;5.32
5.67367;7.90776;21.8905;5.33
5.86873;8.17203;21.9567;5.34
6.07467;8.44138;22.0487;5.35
6.29124;8.71456;22.1675;5.36
6.51812;8.99008;22.3145;5.37
6.75488;9.26618;22.4904;5.38
7.00092;9.54082;22.6963;5.39
7.25549;9.81163;22.9327;5.4
7.51768;10.0759;23.2002;5.41
7.78634;10.3308;23.4988;5.42
8.06011;10.5728;23.8283;5.43
8.33735;10.7985;24.188;5.44
8.61619;11.004;24.5769;5.45
8.89446;11.1853;24.993;5.46
9.1697;11.3384;25.4341;5.47
9.4392;11.4591;25.8972;5.48
9.69998;11.5435;26.3784;5.49
9.94883;11.5878;26.8734;5.5
10.1824;11.5889;27.3769;5.51
10.3972;11.544;27.8834;5.52
10.5897;11.4512;28.3866;5.53
10.7565;11.3094;28.8798;5.54
10.8943;11.1188;29.3563;5.55
11.0002;10.8802;29.8093;5.56
11.0716;10.5962;30.2322;5.57
11.1064;10.2699;30.6189;5.58
11.1032;9.90598;30.964;5.59
11.0612;9.50968;31.263;5.6
10.9804;9.08715;31.5123;5.61
10.8614;8.64501;31.7094;5.62
10.7055;8.19017;31.8533;5.63
10.515;7.72953;31.9436;5.64
10.2923;7.26978;31.9816;5.65
10.0408;6.81717;31.969;5.66
9.7639;6.37731;31.9087;5.67
9.46548;5.95509;31.8042;5.68
9.14952;5.55456;31.6591;5.69
8.82001;5.17892;31.4777;5.7
8.48093;4.83051;31.2643;5.71
8.13607;4.51089;31.0229;5.72
7.78899;4.22086;30.7578;5.73
7.443;3.96061;30.4727;5.74
7.10108;3.72978;30.1712;5.75
6.76585;3.52756;29.8564;5.76
6.43961;3.35283;29.5313;5.77
6.1243;3.20418;29.1984;5.78
5.82153;3.08008;28.8598;5.79
5.53261;2.97887;28.5174;5.8
5.25853;2.89887;28.1729;5.81
5.00005;2.83841;27.8275;5.82
4.75769;2.79588;27.4825;5.83
4.53174;2.76974;27.1388;5.84
4.32236;2.75855;26.7971;5.85
4.12952;2.761;26.4582;5.86
3.9531;2.77588;26.1227;5.87
3.79285;2.80215;25.791;5.88
3.64848;2.83885;25.4637;5.89
3.51962;2.8852;25.141;5.9
3.40586;2.94049;24.8234;5.91
3.30677;3.00418;24.5112;5.92
3.22192;3.07581;24.2048;5.93
3.15085;3.15505;23.9045;5.94
3.09315;3.24165;23.6106;5.95
3.04839;3.33546;23.3235;5.96
3.0162;3.43642;23.0435;5.97
2.9962;3.54454;22.771;5.98
2.98809;3.65991;22.5065;5.99
2.99157;3.78268;22.2503;6
3.00641;3.91306;22.0029;6.01
3.03241;4.05132;21.7649;6.02
3.06942;4.19776;21.5367;6.03
3.11733;4.35275;21.319;6.04
3.17609;4.51665;21.1123;6.05
3.24569;4.68988;20.9175;6.06
3.32617;4.87288;20.7352;6.07
3.41761;5.06609;20.5662;6.08
3.52013;5.26996;20.4115;6.09
3.63392;5.48492;20.272;6.1
3.75917;5.7114;20.1487;6.11
3.89614;5.9498;20.0429;6.12
4.04511;6.20047;19.9558;6.13
4.20638;6.46368;19.8887;6.14
4.38029;6.73964;19.843;6.15
4.56717;7.02845;19.8204;6.16
4.76737;7.33005;19.8226;6.17
4.98123;7.64424;19.8512;6.18
5.20904;7.9706;19.9082;6.19
5.45109;8.3085;19.9956;6.2
5.70758;8.65697;20.1154;6.21
5.97864;9.01476;20.2696;6.22
6.26427;9.38019;20.4605;6.23
6.56434;9.75117;20.69;6.24
6.87852;10.1251;20.9601;6.25
7.20627;10.4988;21.2726;6.26
7.54675;10.8686;21.629;6.27
7.89883;11.2301;22.0304;6.28
8.26098;11.5783;22.4775;6.29
8.63123;11.9075;22.9702;6.3
9.00717;12.2116;23.5078;6.31
9.38585;12.4837;24.0884;6.32
9.76374;12.7166;24.7093;6.33
10.1368;12.903;25.3662;6.34
10.5004;13.0356;26.0537;6.35
10.8493;13.1072;26.7648;6.36
11.1781;13.1114;27.4913;6.37
11.4808;13.043;28.2235;6.38
11.7514;12.8979;28.9507;6.39
11.9837;12.6739;29.6612;6.4
12.1722;12.3711;30.343;6.41
12.3115;11.9916;30.9841;6.42
12.3973;11.5401;31.5731;6.43
12.4261;11.0235;32.0995;6.44
12.3956;10.451;32.5547;6.45
12.3051;9.83323;32.9317;6.46
12.1551;9.18229;33.2262;6.47
11.9477;8.51084;33.4361;6.48
11.6861;7.83155;33.5616;6.49
11.375;7.15658;33.6054;6.5
11.0197;6.49704;33.5719;6.51
10.6264;5.86259;33.4672;6.52
10.2018;5.26121;33.2982;6.53
9.75275;4.6991;33.0727;6.54
9.28588;4.18061;32.7987;6.55
8.80774;3.70841;32.484;6.56
8.32439;3.28364;32.136;6.57
7.84136;2.90613;31.7617;6.58
7.36356;2.57465;31.3671;6.59
6.89524;2.28714;30.9575;6.6
6.43998;2.04097;30.5376;6.61
6.00072;1.83311;30.1112;6.62
5.57978;1.66029;29.6812;6.63
5.17892;1.5192;29.2503;6.64
4.79938;1.40654;28.8203;6.65
4.44197;1.31913;28.3927;6.66
4.10711;1.25395;27.9686;6.67
3.79488;1.20822;27.5489;6.68
3.50511;1.17937;27.134;6.69
3.23739;1.1651;26.7243;6.7
2.99115;1.16333;26.3202;6.71
2.76568;1.17225;25.9217;6.72
2.56017;1.19026;25.5288;6.73
2.37374;1.21599;25.1417;6.74
2.20547;1.24827;24.7603;6.75
2.05441;1.28612;24.3846;6.76
1.91964;1.32873;24.0146;6.77
1.80021;1.37544;23.6503;6.78
1.69522;1.42575;23.2916;6.79
1.6038;1.47926;22.9386;6.8
1.52512;1.5357;22.5913;6.81
1.4584;1.59491;22.2497;6.82
1.40291;1.65679;21.9138;6.83
1.35798;1.72136;21.5838;6.84
1.32299;1.78869;21.2597;6.85
1.29738;1.85892;20.9415;6.86
1.28066;1.93225;20.6295;6.87
1.27238;2.00893;20.3237;6.88
1.27217;2.08927;20.0242;6.89
1.27971;2.17362;19.7312;6.9
1.29472;2.26237;19.4449;6.91
1.31701;2.35595;19.1655;6.92
1.34642;2.45485;18.8932;6.93
1.38286;2.55956;18.6281;6.94
1.42629;2.67066;18.3707;6.95
1.47672;2.78872;18.1212;6.96
1.53422;2.91437;17.8799;6.97
1.59891;3.04829;17.6473;6.98
1.67098;3.19118;17.4237;6.99
1.75064;3.34379;17.2096;7
1.83819;3.50691;17.0056;7.01
1.93396;3.68137;16.8122;7.02
2.03836;3.86804;16.6303;7.03
2.15184;4.06784;16.4605;7.04
2.2749;4.2817;16.3037;7.05
2.40813;4.51062;16.161;7.06
2.55216;4.75561;16.0335;7.07
2.70768;5.01769;15.9224;7.08
2.87545;5.29793;15.8292;7.09
3.05629;5.59735;15.7555;7.1
3.25108;5.917;15.7031;7.11
3.46077;6.25784;15.674;7.12
3.68635;6.6208;15.6706;7.13
3.92886;7.00667;15.6953;7.14
4.18941;7.41611;15.751;7.15
4.4691;7.84955;15.8409;7.16
4.76907;8.30714;15.9684;7.17
5.09043;8.78867;16.1372;7.18
5.43427;9.29343;16.3515;7.19
5.80158;9.82016;16.6156;7.2
6.19322;10.3669;16.9341;7.21
6.60984;10.9306;17.3119;7.22
7.05182;11.5075;17.7539;7.23
